category,city,resources/contact,resources/descriptionandorserviceprovided,resources/nameoftheorganisation,resources/phonenumber,resources/state
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bharat Provision Store, PNB Chowk, Model Town Patiala, Ward 58 & 59","9501420000,
9779950000",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Shalini Grocery, Near ITI, Nabha Road Patiala, Ward 58 & 59","8146160406,
7696283110",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Shri Ram Karyana Store, Urban Estate-II","8427649896,
6239879045",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Sham Karyana Store, Phase-I",9463074113,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Laxmi Karyana Store, Urban Estate Phase-II",9888888950,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,More Store (Phase-I),9914110177,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,More Store (Phase-II),9988119955,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day, Urban Estate, Patiala","7986795776,
9464204094",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Reliance Market, Rajpura Road, Patiala",1755060923,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Bawa Departmental Store Professor Colony, Patiala",9779919475,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Gupta Karyana Store, Professor Colony, Patiala",9041536636,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Ashoka Provision Store, Punjabi University",,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Ghagga Departmental Store, Jalalpur Road, Bahadurgarh",7696863000,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Mandeep Karyana Store, Bahadurgarh",9815178074,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"MORE Store, Urban Estate Phase-I, Patiala",9914110177,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"MORE Store, Urban Estate Phase-II, Patiala",9988119955,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"MORE Store, Sirhind Road, Patiala",9592115551,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"MORE Store, Bhadson Road, Patiala",8437890004,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"MORE Store, YPS Road, Patiala",9465874217,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"MORE Store, Bhupindra Road, Patiala",7009103971,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day Store, Gurbax Colony, Patiala","8847683231,
8968853738",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day Store, Urban Estate, Phase-II, Patiala","7986795776,
9464204094",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day Store, Leela Bhawan, Patiala","8288076575,
9876950027,
9877691354",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day Store, Bhadson Road, Patiala","7973548400,
9876594865",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day Store, Model Town, Patiala","8699361376,
9711054368,
6239771915",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Easy Day Store, YPS, Patiala","7973864829,
9459670335",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Vishal Mega Mart, Leela Bhawan, Patiala","8288076575,
9876950027,
9877691354",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Reliance Market, Rajpura Road",1755060923,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Essential Commodities,"Big Bazaar, Omaxe Mall, Patiala",9501006362,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Abhi Medicos, OppositeT.B. Hospital, Patiala-147001",9779666700,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Aman Pharmacy, Inside Amandeep Clinic, Lehal Colony, Patiala",9876112299,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Amar Hospital Pharmacy, Inside 3rd Floor, Amar Hospital, Patiala 147001",9872500004,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Amar Pharmacy, Inside Amar Hospital, Income Tax Office Road, Patiala-147001",9855022632,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Anil Chemist, Rajpura Road, Mathura Colony, Near Kapoor Chowk, Patiala",9041024573,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Anil Medicos, Opposite T.B Hospital Road, Patiala-147001",9915482090,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Behal Chemists, Opposite Raikhi Hospital, Tagore Theatre Road, Model Town, Patiala",9814611536,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"C.D. Medicos, Jagdish Ashram Road, Patiala",9888759302,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Care Health Pharmacy, Inside Simran ENT Centre, Fountain Chowk Patiala",9465434568,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Care Pharma, Shop No. 15 And 16, Hem Bagh Colony, Patiala 147001",9417415501,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Columbia Asia Hospital Pvt. Ltd, 22 Bhupindra Road, Patiala",9779959977,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Columbia Asia Hospital Pvt. Ltd, 22 Bhupindra Road, Patiala",9779959977,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Columbia Asia Pharmacy, Inside Basement Of Columbia Asia Hospital, Bhupindra Road",9530577589,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Dang Medicos, New Lal Bagh Patiala, Patiala-147001",9914608530,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Dhillon Medical Store, Opp. Military Hospital, Sangrur Road, Patiala",9872899656,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Dr Sadanas Skin Pharmacy, N.A, I/S Dr Sadanas Skin Clinic and Laser Center, 21 Raghbir",9988490909,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Drugs Store, Inside Sanjeevani Nursing Home, #135, Punjabi Bagh",,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Ethical Chemist, 50, Bank Colony, Patiala",9814102789,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Fateh Medial Agency, Adarsh Colony, Ablowal Road,",9915345202,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Garg Chemists, Bhupindra Road, Opp, City Center, Patiala-147001",9888117547,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Getwell Medicines, Passy Road, Opp. Dukhniwaran Gurdwara, Patiala-147001",9878328300,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Getwell Pharmacy, Inside Gautam Childcare Clinic, 11-B Raghbir",9779140154,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Goel Brothers Chemists & Druggists, Arya Samaj Chowk, Patiala-147001",9888505792,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Goel Medicos, Karahwala Chowk, Karahwala Chowk",9872841084,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Grover Sons, Sheran Wala Gate, Patiala-147001",9814246716,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Gupta Medical Hall, et No.3 Near Community Hall, Partap Nagar, Patiala- 14001",9914246922,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Indian Red Cross Society, Inside Rajindra Hospital, Inside Rajindra Hospital, Patiala-",9814067647,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Indian Red Cross Society, Musafir Khana, Rajindra Hospital, Patiala-147001",9814067647,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Jai Maa Medical Hall, Rose Colony, Rajpura Road,, Patiala-147001",9803052162,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Jan Aushadhi 24X7, Inside Mata Kaushalya Hospital, Patiala- 147001",9023117238,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Kay Dee Medicos, Sirhinidi Bazar, Patiala-147001",9780190921,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Kohli Pharmacy, Inside Singla Hospital, 37, Dhillon Marg, Patiala-147001",9815079707,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Lucky Enterprises, I/S Madhu Nursing Home, Passi Raod, Patiala-147001",9815353241,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Lucky Medicos, Dal Dalia Chowk,, Patiala.-147001",9888025692,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Luthra Chemist & Clinical, Sco-2, Navdeep Complex, Opp Income Tax Office, Patiala- 147001",8566001744,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"M.K.Medicos, Near Bus Stand Gandhi Nagar, Patiala-147001",9463503275,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Mittal Medical Hall, 22 No. Phatak, Patiala -147001",9779428187,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Muskan Mediose, Akal Hospital Sullar Road, Patiala- 147001",9872817044,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"New Life Medicos, Opp. Mata Kaushalya Hospital Lahori Gate, Patiala-147001",9815917660,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Nirola Medical Hall, Sirhindi Bazar, Patiala-147001",9646979404,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Nitin Pharmacy, I/S Nitin Hospital, New Leela Bhawan Market, Patiala- 147001",9855984400,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"P.K. Medicose, I/S Preet Hospital, Bhupindera Road, Patiala-147001",9815292119,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Param Chemist, Inside Giani Lal Singh Memorial Hospital Income Tax",9915006172,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Phulkian Medicose, Inside Phull Neuro & Multispeciality Centre, Nabha",7837612281,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Prabh Pharmacy, Inside Patiala Heart Institute, Ground Floor, # 2, Jagdish",0,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Prestige Chemist, Inside Prime Hospital, Sardar Patel Enclave, Near Khalsa",9814123789,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Public Pharmacy, 46-B, Yadwindra Colony Patiala 147001",9463844077,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Raj Medicine Point, Shop No.3, Ranjit Plaza, Bhupindra Road, Patiala-",9041749270,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Rishi Medicose, 2, Rahgo Majra, Patiala-147001",9888007405,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sachdeva Medical Store, Shop No. 3, Opp Mata Kaushalaya Hospital, Patiala",9988191764,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sachdeva Medicose, Arya Samaj Chowk",9815190651,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sadbhavna Hospital Pharmacy, Inside Sadbhavna Medical & Heart Institute.",9814089722,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sahara Medicos, Inside Sahara Multispeciality Hospital, Narula Colony,",9814018600,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sahni Chemist, N.A, Fetah Colony, Patiala",9888147663,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sai Medicines, N.A, I/S, Sai Surgical Centre, Top Khana Road, Near Karah Wala",98147471090,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sandeep Medicose, I/S A.P. Healthcare & Trauma Centre, Chhoti Baradari, Patiala",9501451635,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sandhu Medicos, N.A, 22 No. Phatak, Patiala",9876067854,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sant Medicos, N.A, Inside Sant Clinic & Maternity Home 200-A,",9814010222,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sat Kapoor Medicos, N.A, Jagdish Ashram Road, Patiala-147001",9878040551,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Satyam Chemist, Ghas Mandi, Ragho Majra, Patiala-147001",9463422069,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Patiala,,Vendor providing delivery of Drugs/Medicines,"Sharma Medicose, Shop No 41, Gali A- E, Partap Nagar, Patiala",9872455677,Punjab
